timestamp,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2,gyro_x_dps,gyro_y_dps,gyro_z_dps,fsr1_value,fsr2_value,fsr3_value,flex1_value,flex2_value,flex3_value,flex4_value,flex5_value
1740329989.1826074,2.10043212890625,-0.40236328125000004,-9.410031738281251,-6.709923664122138,-1.8091603053435115,-0.9083969465648855,0,0,0,3,4,4,4,591
1740329989.1921504,2.0932470703125,-0.32572265625,-9.24238037109375,-7.183206106870229,-2.1755725190839694,-1.3893129770992367,0,0,0,3,4,4,4,591
1740329989.200366,2.14833251953125,-0.45984375,-9.37171142578125,-7.404580152671755,-2.633587786259542,-1.2213740458015268,0,0,0,3,4,4,4,591
1740329989.208948,2.13875244140625,-0.39517822265625,-9.455537109375001,-7.931297709923665,-2.7938931297709924,-1.534351145038168,0,0,0,3,4,4,4,591
1740329989.215892,2.0932470703125,-0.3784130859375,-9.5273876953125,-8.01526717557252,-3.045801526717557,-1.3358778625954197,0,0,0,3,4,4,4,591
1740329989.2231383,2.1243823242187503,-0.3592529296875,-9.42919189453125,-8.106870229007633,-3.1068702290076335,-1.282442748091603,0,0,0,3,4,4,4,591
1740329989.2289412,2.2944287109375003,-0.4167333984375,-9.3836865234375,-8.053435114503817,-2.969465648854962,-1.4351145038167938,0,0,0,3,4,4,4,591
1740329989.241757,2.059716796875,-0.4071533203125,-9.39087158203125,-8.038167938931299,-2.5114503816793894,-1.1908396946564885,0,0,0,3,4,4,4,591
1740329989.2479577,2.01181640625,-0.36643798828125,-9.35255126953125,-7.755725190839694,-2.2290076335877864,-1.2061068702290076,0,0,0,3,4,4,4,591
1740329989.2590258,2.26329345703125,-0.36643798828125,-9.448352050781251,-7.351145038167939,-2.068702290076336,-1.1374045801526718,0,0,0,3,4,4,4,591
1740329989.2708032,2.07648193359375,-0.37362304687500003,-9.433981933593751,-7.641221374045801,-2.2748091603053435,-1.2595419847328244,0,0,0,3,4,4,4,591
1740329989.2797012,2.1411474609375003,-0.39038818359375,-9.522597656250001,-7.648854961832061,-2.4580152671755724,-1.2595419847328244,0,0,0,0,2,2,2,593
1740329989.2891545,2.1028271484375,-0.3879931640625,-9.5034375,-7.870229007633588,-2.633587786259542,-1.3893129770992367,0,0,0,0,2,2,2,593
1740329989.2998586,2.01900146484375,-0.43828857421875,-9.501042480468751,-9.732824427480915,-2.786259541984733,-1.1755725190839694,0,0,0,0,2,2,2,593
1740329989.3065233,2.12917236328125,-0.38080810546875005,-9.417216796875001,-7.564885496183206,-2.1755725190839694,-1.2061068702290076,0,0,0,0,2,2,2,593
1740329989.3154118,2.12917236328125,-0.38320312500000003,-9.42440185546875,-7.343511450381679,-0.007633587786259542,-1.297709923664122,0,0,0,0,2,2,2,593
1740329989.3238072,2.13875244140625,-0.39278320312500004,-9.575288085937501,-7.122137404580153,-1.7557251908396947,-1.1908396946564885,0,0,0,0,2,2,2,593
1740329989.3337183,2.117197265625,-0.34727783203125,-9.501042480468751,-7.343511450381679,-2.267175572519084,-1.1755725190839694,0,0,0,0,2,2,2,593
1740329989.3401592,2.1124072265625,-0.35206787109375004,-9.570498046875,-7.206106870229007,-2.4656488549618323,-1.2061068702290076,0,0,0,0,2,2,2,593
1740329989.3472555,2.16509765625,-0.38559814453125,-9.4124267578125,-7.32824427480916,-2.5419847328244276,-1.381679389312977,0,0,0,0,2,2,2,593
1740329989.3553703,2.0980371093750003,-0.3448828125,-9.455537109375001,-7.709923664122138,-2.49618320610687,-1.3206106870229009,0,0,0,0,2,2,2,593
1740329989.361097,2.11480224609375,-0.41194335937500004,-9.4220068359375,-7.702290076335878,-2.519083969465649,-1.3740458015267176,0,0,0,0,2,2,2,593
1740329989.3690069,2.1603076171875,-0.38559814453125,-9.48427734375,-9.740458015267176,-2.5114503816793894,-1.282442748091603,0,0,0,0,2,2,2,593
1740329989.37514,2.14833251953125,-0.39038818359375,-9.4220068359375,-7.641221374045801,-2.3435114503816794,-1.251908396946565,0,0,0,0,2,2,2,593
1740329989.3813093,2.1243823242187503,-0.3209326171875,-9.402846679687501,-7.320610687022901,-2.3053435114503817,-1.2748091603053435,0,0,0,2,2,2,3,586
1740329989.3880038,2.14354248046875,-0.37362304687500003,-9.474697265625,-7.290076335877862,-2.282442748091603,-1.1145038167938932,0,0,0,2,2,2,3,586
1740329989.3936622,2.12917236328125,-0.36164794921875004,-9.41961181640625,-7.366412213740458,-2.381679389312977,-1.1755725190839694,0,0,0,2,2,2,3,586
1740329989.4017408,2.136357421875,-0.39517822265625,-9.46751220703125,-7.625954198473282,-2.4122137404580153,-1.1145038167938932,0,0,0,2,2,2,3,586
1740329989.4090886,2.11959228515625,-0.3592529296875,-9.378896484375,-7.572519083969466,-2.2519083969465647,-1.3435114503816794,0,0,0,2,2,2,3,586
1740329989.417227,2.12917236328125,-0.36643798828125,-9.40524169921875,-7.465648854961832,-2.2442748091603053,-1.465648854961832,0,0,0,2,2,2,3,586
1740329989.423564,2.11959228515625,-0.3975732421875,-9.49625244140625,-7.687022900763359,-2.6259541984732824,-1.2213740458015268,0,0,0,2,2,2,3,586
1740329989.4325078,2.0980371093750003,-0.31374755859375003,-9.6183984375,-7.8396946564885495,-2.8931297709923665,-1.1755725190839694,0,0,0,2,2,2,3,586
1740329989.4383621,2.10043212890625,-0.37122802734375004,-9.410031738281251,-7.9465648854961835,-2.7557251908396947,-1.3511450381679388,0,0,0,2,2,2,3,586
1740329989.448907,2.07648193359375,-0.37362304687500003,-9.335786132812501,-7.961832061068702,-2.633587786259542,-1.3511450381679388,0,0,0,2,2,2,3,586
1740329989.4544697,2.1124072265625,-0.3975732421875,-9.44356201171875,-7.748091603053435,-2.732824427480916,-1.4274809160305344,0,0,0,2,2,2,3,586
1740329989.4614656,2.059716796875,-0.37362304687500003,-9.48667236328125,-7.824427480916031,-2.9618320610687023,-1.282442748091603,0,0,0,2,2,2,3,586
1740329989.467381,1.99984130859375,-0.30177246093750004,-9.477092285156251,-7.9541984732824424,-2.4198473282442747,-1.3358778625954197,0,0,0,2,2,2,3,586
1740329989.4775715,2.10043212890625,-0.34727783203125,-9.5034375,-7.862595419847328,-2.068702290076336,-1.251908396946565,0,0,0,2,2,2,2,585
1740329989.4867988,2.1124072265625,-0.37601806640625,-9.462722167968751,-7.7251908396946565,-2.5419847328244276,-1.3358778625954197,0,0,0,2,2,2,2,585
1740329989.4947767,2.12677734375,-0.38559814453125,-9.4890673828125,-7.916030534351145,-2.4885496183206106,-1.2442748091603053,0,0,0,2,2,2,2,585
1740329989.5018973,2.1028271484375,-0.32332763671875003,-9.469907226562501,-7.694656488549619,-2.33587786259542,-1.251908396946565,0,0,0,2,2,2,2,585
1740329989.509621,2.2369482421875,-0.39038818359375,-9.37650146484375,-7.648854961832061,-2.6946564885496183,-1.2290076335877862,0,0,0,2,2,2,2,585
1740329989.5158777,2.24892333984375,-0.34727783203125,-9.357341308593751,-7.587786259541985,-2.50381679389313,-1.3053435114503817,0,0,0,2,2,2,2,585
1740329989.5244968,2.06211181640625,-0.39038818359375,-9.402846679687501,-7.541984732824427,-2.4656488549618323,-1.2671755725190839,0,0,0,2,2,2,2,585
1740329989.5307019,2.10522216796875,-0.3879931640625,-9.42919189453125,-7.595419847328245,-2.1068702290076335,-1.2213740458015268,0,0,0,2,2,2,2,585
1740329989.5378456,2.1076171875000003,-0.34727783203125,-9.398056640625,-7.541984732824427,-2.068702290076336,-1.3587786259541985,0,0,0,2,2,2,2,585
1740329989.549997,2.11480224609375,-0.33290771484375004,-9.436376953125,-7.541984732824427,-2.198473282442748,-1.2290076335877862,0,0,0,2,2,2,2,585
1740329989.5685003,2.117197265625,-0.3592529296875,-9.359736328125,-7.366412213740458,-2.595419847328244,-1.3053435114503817,0,0,0,2,2,2,2,585
1740329989.5771568,2.1243823242187503,-0.3592529296875,-9.474697265625,-7.6106870229007635,-2.6717557251908395,-1.3358778625954197,0,0,0,2,2,3,4,587
1740329989.5836766,2.07648193359375,-0.32572265625,-9.45314208984375,-7.66412213740458,-2.8396946564885495,-1.5267175572519085,0,0,0,2,2,3,4,587
1740329989.5903745,2.2441333007812503,-0.44068359375000005,-9.4315869140625,-7.755725190839694,-2.6030534351145036,-1.282442748091603,0,0,0,2,2,3,4,587
1740329989.599606,2.13875244140625,-0.33769775390625,-9.36931640625,-7.549618320610687,-2.3587786259541983,-1.2366412213740459,0,0,0,2,2,3,4,587
1740329989.609455,2.0932470703125,-0.316142578125,-9.4651171875,-7.396946564885496,-2.183206106870229,-1.3282442748091603,0,0,0,2,2,3,4,587
1740329989.6165094,2.29682373046875,-0.3592529296875,-9.4315869140625,-7.694656488549619,-2.33587786259542,-1.183206106870229,0,0,0,2,2,3,4,587
1740329989.6240556,2.10043212890625,-0.19878662109375,-9.45314208984375,-7.549618320610687,-2.122137404580153,-1.3053435114503817,0,0,0,2,2,3,4,587
1740329989.6345582,2.07169189453125,-0.36643798828125,-9.206455078125,-7.564885496183206,-2.1526717557251906,-1.3282442748091603,0,0,0,2,2,3,4,587
1740329989.6411867,2.1219873046875,-0.335302734375,-9.4651171875,-7.5038167938931295,-2.236641221374046,-1.213740458015267,0,0,0,2,2,3,4,587
1740329989.6486504,2.10522216796875,-0.3496728515625,-9.381291503906251,-7.450381679389313,-2.1755725190839694,-1.381679389312977,0,0,0,2,2,3,4,587
1740329989.6545994,2.11959228515625,-0.40236328125000004,-9.4890673828125,-7.305343511450381,-2.4427480916030535,-1.2290076335877862,0,0,0,2,2,3,4,587
1740329989.6607862,2.13875244140625,-0.34727783203125,-9.374106445312501,-7.480916030534351,-2.5572519083969465,-1.2442748091603053,0,0,0,2,2,3,4,587
1740329989.6673965,2.117197265625,-0.3688330078125,-9.41482177734375,-7.694656488549619,-2.519083969465649,-1.2748091603053435,0,0,0,2,2,3,4,587
1740329989.6728997,2.11001220703125,-0.3592529296875,-9.417216796875001,-7.877862595419847,-2.6030534351145036,-1.4809160305343512,0,0,0,2,2,3,4,587
1740329989.6784449,2.1076171875000003,-0.34248779296875004,-9.340576171875,-7.519083969465649,-2.6030534351145036,-1.4351145038167938,0,0,0,2,3,3,4,592
1740329989.684195,2.002236328125,-0.3113525390625,-9.4986474609375,-7.6183206106870225,-2.3893129770992365,-1.16793893129771,0,0,0,2,3,3,4,592
1740329989.6958277,2.0932470703125,-0.35206787109375004,-9.4890673828125,-7.473282442748092,-2.4732824427480917,-1.1603053435114503,0,0,0,2,3,3,4,592
1740329989.7043366,2.11001220703125,-0.3975732421875,-9.395661621093751,-7.67175572519084,-2.50381679389313,-1.6259541984732824,0,0,0,2,3,3,4,592
1740329989.712192,2.09564208984375,-0.38080810546875005,-9.4890673828125,-7.534351145038168,-2.213740458015267,-1.3053435114503817,0,0,0,2,3,3,4,592
1740329989.7180884,2.0932470703125,-0.3975732421875,-9.48667236328125,-7.595419847328245,-2.450381679389313,-1.3587786259541985,0,0,0,2,3,3,4,592
1740329989.7234852,2.11480224609375,-0.36643798828125,-9.4124267578125,-7.458015267175573,-2.5343511450381677,-1.3129770992366412,0,0,0,2,3,3,4,592
1740329989.7307909,2.13875244140625,-0.37362304687500003,-9.410031738281251,-7.687022900763359,-2.7099236641221376,-1.4198473282442747,0,0,0,2,3,3,4,592
1740329989.7370086,2.08845703125,-0.45984375,-9.441166992187501,-7.908396946564886,-2.8396946564885495,-1.3893129770992367,0,0,0,2,3,3,4,592
1740329989.7421336,2.0812719726562503,-0.35206787109375004,-9.52020263671875,-8.045801526717558,-2.931297709923664,-1.3129770992366412,0,0,0,2,3,3,4,592
1740329989.7473118,2.0549267578125,-0.39278320312500004,-9.433981933593751,-7.854961832061068,-2.900763358778626,-1.3587786259541985,0,0,0,2,3,3,4,592
1740329989.7523582,2.10043212890625,-0.39038818359375,-9.41961181640625,-7.931297709923665,-2.7404580152671754,-1.4580152671755726,0,0,0,2,3,3,4,592
1740329989.757421,2.07648193359375,-0.39038818359375,-9.36931640625,-7.984732824427481,-2.8931297709923665,-1.4427480916030535,0,0,0,2,3,3,4,592
1740329989.7647946,2.0836669921875,-0.3879931640625,-9.441166992187501,-7.786259541984733,-2.687022900763359,-1.4045801526717556,0,0,0,2,3,3,4,592
1740329989.7708714,2.10043212890625,-0.3784130859375,-9.41482177734375,-7.641221374045801,-2.7099236641221376,-1.3358778625954197,0,0,0,2,3,3,4,592
1740329989.7763255,2.11959228515625,-0.3448828125,-9.402846679687501,-7.66412213740458,-2.381679389312977,-1.4732824427480915,0,0,0,2,3,3,4,592
1740329989.7818708,2.1076171875000003,-0.38080810546875005,-9.4315869140625,-7.793893129770993,-2.6259541984732824,-1.4274809160305344,0,0,0,2,3,3,3,590
1740329989.7870622,2.136357421875,-0.39038818359375,-9.48427734375,-7.702290076335878,-2.351145038167939,-1.1297709923664123,0,0,0,2,3,3,3,590
1740329989.7922292,2.136357421875,-0.39278320312500004,-9.441166992187501,-7.67175572519084,-2.4656488549618323,-1.1603053435114503,0,0,0,2,3,3,3,590
1740329989.7988641,2.1243823242187503,-0.335302734375,-9.359736328125,-7.3816793893129775,-2.2290076335877864,-1.16793893129771,0,0,0,2,3,3,3,590
1740329989.8043644,2.1411474609375003,-0.35685791015625,-9.357341308593751,-7.6106870229007635,-2.0839694656488548,-1.2671755725190839,0,0,0,2,3,3,3,590
1740329989.8121498,2.10043212890625,-0.3592529296875,-9.395661621093751,-7.564885496183206,-2.0381679389312977,-1.0610687022900764,0,0,0,2,3,3,3,590
1740329989.818244,2.0980371093750003,-0.19160156250000002,-9.22801025390625,-7.633587786259542,-2.2519083969465647,-1.16793893129771,0,0,0,2,3,3,3,590
1740329989.8234394,2.11001220703125,-0.3784130859375,-9.4603271484375,-7.534351145038168,-2.1526717557251906,-1.1984732824427482,0,0,0,2,3,3,3,590
1740329989.8286724,2.136357421875,-0.4550537109375,-9.49625244140625,-7.740458015267175,-2.480916030534351,-1.3053435114503817,0,0,0,2,3,3,3,590
1740329989.8337557,2.10043212890625,-0.39278320312500004,-9.45314208984375,-7.541984732824427,-2.618320610687023,-1.251908396946565,0,0,0,2,3,3,3,590
1740329989.839011,2.1411474609375003,-0.3448828125,-9.47230224609375,-7.427480916030534,-2.717557251908397,-1.3206106870229009,0,0,0,2,3,3,3,590
1740329989.8441274,2.0812719726562503,-0.37122802734375004,-9.3549462890625,-7.687022900763359,-2.5572519083969465,-1.3053435114503817,0,0,0,2,3,3,3,590
1740329989.8493915,2.13875244140625,-0.335302734375,-9.19927001953125,-7.435114503816794,-2.7480916030534353,-1.2366412213740459,0,0,0,2,3,3,3,590
1740329989.8545277,2.0932470703125,-0.30895751953125,-9.501042480468751,-7.778625954198473,-3.0839694656488548,-1.3740458015267176,0,0,0,2,3,3,3,590
1740329989.8597867,2.12677734375,-0.45265869140625004,-9.433981933593751,-7.99236641221374,-3.213740458015267,-1.4351145038167938,0,0,0,2,3,3,3,590
1740329989.864874,2.11001220703125,-0.38320312500000003,-9.48427734375,-8.01526717557252,-3.0,-1.3969465648854962,0,0,0,2,3,3,3,590
1740329989.8699791,2.1076171875000003,-0.36164794921875004,-9.22801025390625,-7.916030534351145,-2.984732824427481,-1.16793893129771,0,0,0,2,3,3,3,590
1740329989.8771987,2.1219873046875,-0.34248779296875004,-9.359736328125,-7.763358778625954,-3.381679389312977,-1.3282442748091603,0,0,0,2,3,3,3,590
1740329989.8844316,2.1028271484375,-0.38320312500000003,-9.374106445312501,-8.16793893129771,-3.519083969465649,-1.4122137404580153,0,0,0,2,3,3,4,593
1740329989.8894994,2.08606201171875,-0.3496728515625,-9.40763671875,-8.274809160305344,-3.114503816793893,-1.4732824427480915,0,0,0,2,3,3,4,593
1740329989.8945258,2.11480224609375,-0.3592529296875,-9.42919189453125,-8.221374045801527,-3.2748091603053435,-1.534351145038168,0,0,0,2,3,3,4,593
1740329989.8995836,2.1219873046875,-0.34727783203125,-9.40763671875,-8.473282442748092,-3.2213740458015265,-1.5572519083969465,0,0,0,2,3,3,4,593
1740329989.9046235,2.07648193359375,-0.37362304687500003,-9.42919189453125,-8.49618320610687,-2.885496183206107,-1.3969465648854962,0,0,0,2,3,3,4,593
1740329989.9096634,2.11001220703125,-0.37601806640625,-9.3836865234375,-8.435114503816793,-2.648854961832061,-1.5190839694656488,0,0,0,2,3,3,4,593
1740329989.914774,2.07648193359375,-0.41433837890625,-9.441166992187501,-8.290076335877863,-2.6717557251908395,-1.2671755725190839,0,0,0,2,3,3,4,593
1740329989.9200873,2.0812719726562503,-0.3592529296875,-9.508227539062501,-8.236641221374045,-2.7557251908396947,-1.2900763358778626,0,0,0,2,3,3,4,593
1740329989.925268,2.1219873046875,-0.38320312500000003,-9.45314208984375,-8.32824427480916,-2.6412213740458017,-1.4274809160305344,0,0,0,2,3,3,4,593
