This takes samples from 1 FSR and the MPU6050. We got 623 samples from 1600 expected samples(200HZ sampling rate for 8 seconds) due to some I/O operations overhead which will be fixed.
However the data successfully reflected the motion performed:
1. Press fsr and imu unchanged
2.Press FSR
3. Rotate IMU (this can be perceived from accel z value changing from the gravity constant to a smaller value as well as the gyro values)
4. IMU back to original position
5. FSR released
timestamp,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2,gyro_x_dps,gyro_y_dps,gyro_z_dps,fsr_value
1739750162.8114498,-0.65863037109375,-1.11847412109375,8.79211669921875,9.580152671755725,-52.778625954198475,69.6030534351145,0
1739750162.8215828,-1.1064990234375,-0.50055908203125,7.776628417968751,-15.450381679389313,-36.41984732824427,52.16793893129771,0
1739750162.8317,-3.46080322265625,0.18202148437500001,8.56698486328125,10.358778625954198,-6.6106870229007635,0.015267175572519083,0
1739750162.8418422,-2.84767822265625,-0.24668701171875002,9.702224121093751,32.038167938931295,0.8625954198473282,-7.717557251908397,0
1739750162.8519623,-0.7472460937500001,-0.354462890625,10.643466796875,25.404580152671755,-28.412213740458014,40.2442748091603,0
1739750162.8620827,-1.34360595703125,-1.1256591796875,9.642348632812501,21.34351145038168,-45.465648854961835,73.47328244274809,0
1739750162.8722026,-2.3207739257812503,-1.08973388671875,9.754914550781251,44.74045801526717,-46.6793893129771,63.18320610687023,0
1739750162.8823192,-2.6800268554687503,-0.42391845703125003,11.87690185546875,59.87786259541985,-74.7557251908397,52.908396946564885,0
1739750162.892432,-2.1028271484375,-0.17004638671875,9.836345214843751,48.67175572519084,-71.94656488549619,47.3587786259542,0
1739750162.9025688,-2.2441333007812503,-0.21794677734375,10.2458935546875,47.85496183206107,-68.41984732824427,32.83969465648855,0
1739750162.912689,-2.57943603515625,0.19878662109375,11.179951171875,60.06106870229008,-58.770992366412216,30.900763358778626,0
1739750162.9228652,-2.79498779296875,-0.22273681640625,10.38719970703125,55.61068702290076,-47.900763358778626,31.34351145038168,0
1739750162.932999,-3.113525390625,-2.0166064453125,10.126142578125,82.82442748091603,-40.099236641221374,27.30534351145038,0
1739750162.9431229,-0.45984375,0.13172607421875002,9.6327685546875,69.87022900763358,-34.54961832061068,34.38167938931298,0
1739750162.9534545,-1.2214599609375,-0.85981201171875,9.54894287109375,27.702290076335878,-38.35114503816794,31.61832061068702,0
1739750162.963688,-1.61663818359375,-0.1676513671875,9.857900390625,7.6183206106870225,-51.10687022900763,33.6412213740458,0
1739750162.9739587,-1.47533203125,-0.5269042968750001,9.28549072265625,32.93893129770992,-47.343511450381676,30.740458015267176,0
1739750162.9841552,-1.7004638671875,0.3592529296875,9.580078125,31.740458015267176,-38.89312977099237,26.702290076335878,0
1739750162.9944868,-1.84656005859375,0.8957373046875,10.360854492187501,29.954198473282442,-31.267175572519083,16.572519083969464,0
1739750163.0046625,-1.9351757812500001,0.44307861328125003,10.40156982421875,22.427480916030536,-25.50381679389313,16.908396946564885,1
1739750163.0147982,-1.9351757812500001,0.64905029296875,10.38240966796875,23.938931297709924,-31.938931297709924,21.46564885496183,1
1739750163.024953,-1.657353515625,0.67300048828125,10.51653076171875,25.954198473282442,-33.36641221374046,23.557251908396946,1
1739750163.0350957,-1.43701171875,0.5316943359375,10.28900390625,17.9618320610687,-30.68702290076336,36.82442748091603,1
1739750163.0452597,-1.1352392578125001,0.7472460937500001,10.0447119140625,17.702290076335878,-28.404580152671755,40.17557251908397,1
1739750163.0553951,-0.77359130859375,0.8190966796875,9.9680712890625,21.65648854961832,-28.053435114503817,33.847328244274806,1
1739750163.0655308,-1.197509765625,1.5543676757812501,9.560917968750001,26.916030534351144,-30.0,33.32824427480916,1
1739750163.0756547,-1.302890625,2.1579125976562503,9.297465820312501,14.404580152671755,-20.938931297709924,32.274809160305345,1
1739750163.0859542,-1.465751953125,1.76033935546875,9.04119873046875,-7.33587786259542,-6.427480916030534,27.931297709923665,1
1739750163.0971935,-1.1304492187500002,0.7831713867187501,9.24238037109375,1.0,-0.8091603053435115,21.625954198473284,1
1739750163.1074321,-1.4178515625,0.06466552734375,10.01357666015625,26.595419847328245,-12.458015267175572,18.419847328244273,0
1739750163.117584,-1.3555810546875,0.0622705078125,10.15727783203125,41.969465648854964,-18.099236641221374,22.66412213740458,0
1739750163.1277218,-0.9340576171875,0.93645263671875,10.406359863281251,29.244274809160306,-12.641221374045802,27.709923664122137,0
1739750163.1378484,-1.0538085937500001,1.3915063476562501,11.00032470703125,4.442748091603053,-6.8396946564885495,27.610687022900763,0
1739750163.1479805,-1.22385498046875,0.6514453125,11.012299804687501,0.22137404580152673,-10.938931297709924,16.12213740458015,0
1739750163.158115,-0.7472460937500001,1.36755615234375,10.787167968750001,4.511450381679389,-9.213740458015268,12.038167938931299,0
