timestamp,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2,gyro_x_dps,gyro_y_dps,gyro_z_dps,fsr1_value,fsr2_value,fsr3_value
1739816974.6300588,1.6429833984375002,-0.85502197265625,-9.4124267578125,-7.526717557251908,-2.50381679389313,-1.2061068702290076,6,815,6
1739816974.6427095,1.62142822265625,-0.8430468750000001,-9.44356201171875,-7.519083969465649,-2.687022900763359,-1.2595419847328244,6,815,6
1739816974.655366,1.61184814453125,-0.833466796875,-9.49146240234375,-7.427480916030534,-2.3740458015267176,-1.3893129770992367,6,815,6
1739816974.6680274,1.62861328125,-0.8190966796875,-9.388476562500001,-7.6106870229007635,-2.480916030534351,-1.2442748091603053,6,815,6
1739816974.680705,1.65016845703125,-0.852626953125,-9.3645263671875,-7.450381679389313,-2.4427480916030535,-1.3129770992366412,6,815,6
1739816974.693936,1.6046630859375002,-0.8382568359375,-9.374106445312501,-7.595419847328245,-2.5267175572519083,-1.3740458015267176,6,815,6
1739816974.7068403,1.6094531250000002,-0.6442602539062501,-9.65432373046875,-7.557251908396947,-2.6946564885496183,-1.3053435114503817,6,814,6
1739816974.719498,1.6525634765625001,-0.8190966796875,-9.37171142578125,-7.435114503816794,-2.549618320610687,-1.251908396946565,6,814,6
1739816974.7321503,1.65974853515625,-0.8574169921875,-9.647138671875,-7.465648854961832,-2.4732824427480917,-1.3969465648854962,6,814,6
1739816974.7459955,1.68369873046875,-0.8023315429687501,-9.508227539062501,-7.488549618320611,-2.5419847328244276,-1.2290076335877862,6,814,6
1739816974.7589924,1.6094531250000002,-0.8454418945312501,-9.4603271484375,-7.656488549618321,-2.3435114503816794,-1.1450381679389312,6,814,6
1739816974.7716908,1.6142431640625001,-0.814306640625,-9.44595703125,-7.511450381679389,-2.5572519083969465,-1.4198473282442747,6,814,6
1739816974.784317,1.69806884765625,-0.8047265625000001,-9.36692138671875,-7.473282442748092,-2.49618320610687,-1.213740458015267,6,814,6
1739816974.7989345,1.65016845703125,-0.8023315429687501,-9.45793212890625,-7.488549618320611,-2.435114503816794,-1.1984732824427482,6,812,6
1739816974.8115952,1.66693359375,-0.775986328125,-9.37650146484375,-7.465648854961832,-2.381679389312977,-1.3282442748091603,6,812,6
1739816974.8242466,1.5878979492187502,-0.8430468750000001,-9.52020263671875,-7.435114503816794,-2.2748091603053435,-0.916030534351145,6,812,6
1739816974.8369164,1.6429833984375002,-0.85023193359375,-9.36213134765625,-7.603053435114504,-2.427480916030534,-1.213740458015267,6,812,6
1739816974.8495672,1.6741186523437501,-0.7999365234375,-9.44356201171875,-7.519083969465649,-2.4885496183206106,-1.16793893129771,6,812,6
1739816974.8623216,1.62142822265625,-0.871787109375,-9.469907226562501,-6.152671755725191,-1.4122137404580153,1.7251908396946565,6,812,6
1739816974.874978,1.65495849609375,-0.86939208984375,-9.42440185546875,-7.755725190839694,0.48091603053435117,-7.656488549618321,6,812,6
1739816974.887626,1.47533203125,-0.79754150390625,-9.66869384765625,-6.038167938931298,-2.435114503816794,-7.3893129770992365,6,812,6
1739816974.9003482,1.7339941406250001,-0.69216064453125,-9.462722167968751,-7.778625954198473,-3.8702290076335877,-6.038167938931298,6,809,6
1739816974.9130034,1.56873779296875,-1.08494384765625,-9.58726318359375,-9.404580152671755,-1.9770992366412214,-17.3206106870229,6,809,6
1739816974.9256492,1.7507592773437501,-2.059716796875,-10.815908203125,-5.709923664122138,-7.366412213740458,-24.564885496183205,6,809,6
1739816974.9383595,1.77470947265625,-0.62031005859375,-8.902287597656251,-5.572519083969466,-0.8473282442748091,-24.625954198473284,6,809,6
1739816974.9510496,1.6860937500000002,-1.8154248046875001,-9.821975097656251,-11.290076335877863,-1.9083969465648856,-37.56488549618321,6,809,6
1739816974.9636989,1.28133544921875,-1.0921289062500001,-9.55852294921875,-5.351145038167939,-5.511450381679389,-38.97709923664122,6,809,6
1739816974.9763763,2.55069580078125,-0.5843847656250001,-8.602910156250001,-3.3587786259541983,-0.6946564885496184,-39.7557251908397,6,809,6
1739816974.989024,1.53041748046875,-2.38783447265625,-10.72250244140625,-6.458015267175573,14.969465648854962,-46.412213740458014,6,809,6
1739816975.001711,1.95673095703125,-2.7638525390625,-9.81,-4.557251908396947,-13.488549618320612,-69.86259541984732,6,806,6
1739816975.0143554,2.24892333984375,0.42152343750000004,-10.473420410156251,-1.6717557251908397,-5.816793893129771,-48.69465648854962,6,806,6
1739816975.0270045,1.6334033203125,0.39517822265625,-9.18489990234375,-3.5343511450381677,-2.0381679389312977,-31.519083969465647,6,806,6
1739816975.0396993,1.3483959960937502,0.9053173828125001,-7.9849951171875,-6.206106870229007,-4.038167938931298,-20.15267175572519,6,806,6
1739816975.0523422,1.7459692382812502,0.3065625,-9.649533691406251,-6.801526717557252,-1.5954198473282444,-3.183206106870229,6,806,6
1739816975.06507,1.55197265625,-0.83586181640625,-9.462722167968751,-7.282442748091603,-2.015267175572519,-0.8320610687022901,6,806,6
1739816975.0777166,1.714833984375,-0.8238867187500001,-9.49625244140625,-7.603053435114504,-1.9312977099236641,-0.7938931297709924,6,806,6
1739816975.0904093,1.59029296875,-0.8837622070312501,-9.433981933593751,-7.526717557251908,-1.9083969465648856,-0.9236641221374046,6,806,6
1739816975.1031396,1.7483642578125,-0.8478369140625001,-9.38608154296875,-7.648854961832061,0.22900763358778625,0.48091603053435117,6,796,6
1739816975.115793,1.6525634765625001,-0.871787109375,-9.302255859375,-7.694656488549619,-0.8549618320610687,-0.46564885496183206,6,796,6
1739816975.1284723,2.2704785156250002,0.1149609375,-19.540964355468752,248.50381679389312,-12.259541984732824,24.732824427480917,6,796,6
1739816975.1412106,3.34105224609375,-2.4237597656250003,-9.94412109375,82.12977099236642,17.236641221374047,50.091603053435115,6,796,6
1739816975.1539354,2.232158203125,-3.5613940429687503,-8.954978027343751,68.06870229007633,13.458015267175572,28.0381679389313,6,796,6
1739816975.166763,1.51365234375,-1.3100756835937502,-9.6231884765625,63.10687022900763,6.259541984732825,20.366412213740457,6,796,6
1739816975.179497,0.9436376953125001,0.20357666015625,-9.9680712890625,87.89312977099236,19.83969465648855,49.83206106870229,6,796,6
1739816975.1921585,-0.3975732421875,-0.28740234375,-10.499765625,169.08396946564886,27.625954198473284,35.51145038167939,6,796,6
1739816975.204861,0.9651928710937501,-3.171005859375,-9.72617431640625,215.14503816793894,28.786259541984734,11.694656488549619,6,788,6
1739816975.217522,1.4609619140625,-3.70988525390625,-8.80169677734375,213.5648854961832,28.412213740458014,24.64885496183206,6,788,6
1739816975.2302244,2.9027636718750003,-4.50024169921875,-7.7742333984375005,184.3740458015267,15.49618320610687,24.908396946564885,6,788,6
1739816975.2428746,3.55660400390625,-3.7937109375,-7.67124755859375,166.94656488549617,3.984732824427481,16.34351145038168,6,788,6
1739816975.2556424,3.25962158203125,-4.7565087890625,-7.69998779296875,158.1145038167939,14.80916030534351,26.885496183206108,6,788,6
1739816975.2684681,2.27287353515625,-5.03193603515625,-8.744216308593751,230.63358778625954,23.0,22.519083969465647,6,788,6
1739816975.2811353,1.3939013671875,-5.34807861328125,-7.941884765625001,222.08396946564886,24.748091603053435,33.87022900763359,6,788,6
1739816975.2937956,1.5088623046875,-5.815107421875,-7.51078125,205.06106870229007,15.755725190839694,44.82442748091603,6,788,6
1739816975.306487,0.6466552734375001,-7.24493408203125,-8.444838867187501,250.12977099236642,24.893129770992367,63.61832061068702,6,785,6
1739816975.3191495,-0.0143701171875,-5.278623046875,-8.564589843750001,250.12977099236642,14.49618320610687,39.49618320610687,6,785,6
1739816975.333385,3.5877392578125002,-10.1021923828125,-7.874824218750001,142.35114503816794,44.06870229007634,-0.7175572519083969,6,785,6
1739816975.3473606,4.45234130859375,-6.591093750000001,-6.294111328125,106.74809160305344,21.595419847328245,-10.091603053435115,6,785,6
1739816975.3620174,3.56618408203125,-6.86652099609375,-7.5922119140625,130.00763358778627,25.374045801526716,-6.251908396946565,6,785,6
1739816975.3755543,2.6632617187500003,-7.762258300781251,-8.5789599609375,250.12977099236642,23.984732824427482,12.19083969465649,6,785,6
1739816975.3882823,2.7231372070312503,-7.25451416015625,-4.8331494140625,250.12977099236642,17.916030534351144,6.580152671755725,6,785,6
1739816975.4009688,2.16509765625,-8.35143310546875,-3.8703515625000002,229.64885496183206,24.0,-1.7709923664122138,6,778,6
1739816975.4135947,2.23934326171875,-8.26042236328125,-4.40923095703125,145.42748091603053,22.633587786259543,-2.0763358778625953,6,778,6
1739816975.426214,2.30161376953125,-8.00655029296875,-4.31103515625,103.1526717557252,19.068702290076335,-4.374045801526718,6,778,6
1739816975.4388394,2.0812719726562503,-9.302255859375,-4.473896484375,120.21374045801527,20.404580152671755,-1.9389312977099236,6,778,6
1739816975.451461,2.48842529296875,-8.715476074218751,-4.62957275390625,191.00763358778627,27.641221374045802,18.412213740458014,6,778,6
1739816975.464161,2.41657470703125,-8.440048828125,-5.9156982421875,231.45038167938932,20.091603053435115,15.061068702290076,6,778,6
1739816975.4767864,2.36867431640625,-9.206455078125,-2.6033862304687503,241.8091603053435,-2.7022900763358777,4.519083969465649,6,778,6
1739816975.4894104,1.619033203125,-9.6231884765625,-1.3939013671875,184.0,6.6183206106870225,5.648854961832061,6,778,6
1739816975.5020332,2.40220458984375,-9.0675439453125,-2.76145751953125,153.9618320610687,4.114503816793893,9.687022900763358,6,770,6
1739816975.5146513,2.77582763671875,-8.744216308593751,-2.5099804687500002,196.58778625954199,1.1526717557251909,9.213740458015268,6,770,6
1739816975.5273192,2.43094482421875,-9.36931640625,-1.62142822265625,184.93893129770993,4.0534351145038165,10.679389312977099,6,770,6
1739816975.5399995,2.17228271484375,-9.508227539062501,-0.6658154296875001,159.4198473282443,3.7251908396946565,11.442748091603054,6,770,6
1739816975.5526283,2.1890478515625,-9.201665039062501,-0.48379394531250003,198.76335877862596,-7.206106870229007,14.213740458015268,6,770,6
1739816975.5652575,2.2561083984375,-10.212363281250001,-0.3592529296875,184.29770992366412,-6.320610687022901,18.99236641221374,6,770,6
1739816975.5778756,1.92320068359375,-9.462722167968751,1.64058837890625,185.87022900763358,-23.572519083969464,21.198473282442748,6,770,6
1739816975.5905223,1.4705419921875,-9.56331298828125,1.64058837890625,185.7709923664122,-26.908396946564885,25.022900763358777,6,770,6
1739816975.6031442,1.427431640625,-9.649533691406251,1.4561718750000001,148.26717557251908,-13.48091603053435,20.16793893129771,6,766,6
1739816975.615764,2.174677734375,-9.254355468750001,2.26808349609375,94.33587786259542,-7.183206106870229,18.65648854961832,6,766,6
1739816975.6283846,1.9208056640625002,-9.53936279296875,1.504072265625,51.29770992366412,-8.732824427480915,16.374045801526716,6,766,6
1739816975.6410062,2.7734326171875003,-9.15136962890625,2.01181640625,35.19847328244275,-2.8625954198473282,17.885496183206108,6,766,6
1739816975.6536267,2.3806494140625003,-10.4614453125,1.4298266601562502,61.587786259541986,-4.66412213740458,24.427480916030536,6,766,6
1739816975.6663182,1.8992504882812502,-9.580078125,3.0033544921875,84.55725190839695,-13.946564885496183,23.610687022900763,6,766,6
1739816975.6789432,1.5831079101562502,-9.889035644531251,3.3482373046875002,90.26717557251908,-32.404580152671755,29.374045801526716,6,766,6
1739816975.691683,0.5316943359375,-10.001601562500001,3.0512548828125,115.70992366412214,-32.05343511450382,32.68702290076336,6,766,6
1739816975.707096,1.09452392578125,-9.75012451171875,2.28005859375,97.8854961832061,-26.557251908396946,35.25954198473283,6,763,6
1739816975.7199044,1.67890869140625,-9.793234863281251,2.17228271484375,57.282442748091604,-11.870229007633588,17.80916030534351,6,763,6
1739816975.732796,2.90515869140625,-8.669970703125001,3.5589990234375,24.061068702290076,-7.183206106870229,15.580152671755725,6,763,6
1739816975.7457042,2.93389892578125,-8.65799560546875,4.4978466796875,26.34351145038168,-0.16793893129770993,23.16030534351145,6,763,6
1739816975.7584085,2.22976318359375,-9.9584912109375,3.094365234375,65.96946564885496,-2.6106870229007635,26.198473282442748,6,763,6
1739816975.7711046,1.08973388671875,-10.0351318359375,2.8021728515625,76.08396946564885,-14.725190839694656,19.51145038167939,6,763,6
1739816975.7838037,0.6634204101562501,-9.63037353515625,3.58055419921875,50.954198473282446,-19.3206106870229,8.67175572519084,6,763,6
1739816975.7969468,1.350791015625,-9.103469238281251,3.6404296875,25.84732824427481,-13.732824427480915,7.358778625954199,6,763,6
1739816975.8097405,1.5376025390625,-9.59205322265625,3.496728515625,9.702290076335878,0.5877862595419847,-2.0610687022900764,5,759,6
1739816975.823032,1.6741186523437501,-9.627978515625001,3.49433349609375,-10.770992366412214,15.267175572519085,-7.908396946564886,5,759,6
1739816975.8374126,1.61663818359375,-9.17531982421875,3.7601806640625,-32.45038167938932,8.19083969465649,-9.83206106870229,5,759,6
1739816975.8502645,1.9902612304687501,-8.715476074218751,4.31103515625,-48.51145038167939,14.419847328244275,-16.27480916030534,5,759,6
1739816975.8632143,1.7100439453125,-9.4124267578125,4.071533203125,-46.61832061068702,10.625954198473282,-14.923664122137405,5,759,6
1739816975.8758829,1.5567626953125,-9.58726318359375,3.6476147460937502,-53.74809160305343,8.442748091603054,-18.984732824427482,5,759,6
1739816975.8885348,1.49688720703125,-9.2495654296875,3.73383544921875,-69.03053435114504,9.251908396946565,-18.12213740458015,5,759,6
1739816975.9011855,0.9915380859375,-9.21843017578125,3.822451171875,-91.20610687022901,13.083969465648854,-19.16793893129771,6,737,6
1739816975.9138343,0.9675878906250001,-9.60642333984375,3.2907568359375,-111.19083969465649,17.099236641221374,-17.12213740458015,6,737,6
1739816975.9265077,1.4513818359375001,-9.49625244140625,3.35302734375,-145.78625954198472,20.763358778625953,-18.83969465648855,6,737,6
1739816975.939245,1.6262182617187502,-9.216035156250001,3.2045361328125,-187.76335877862596,24.81679389312977,-18.396946564885496,6,737,6
1739816975.9522464,1.85853515625,-8.16941162109375,2.43094482421875,-250.13740458015266,22.18320610687023,-20.885496183206108,6,737,6
1739816975.965021,2.8021728515625,-8.684340820312501,2.1986279296875,-250.13740458015266,42.93893129770992,-24.549618320610687,6,737,6
1739816975.9776607,2.1243823242187503,-9.66869384765625,2.01181640625,-250.13740458015266,20.358778625954198,-22.328244274809162,6,737,6
1739816975.990284,1.6741186523437501,-9.84113525390625,1.0921289062500001,-250.13740458015266,-18.709923664122137,-15.938931297709924,6,737,6
1739816975.9995043,-0.17962646484375,-8.114326171875,3.017724609375,-250.13740458015266,-72.13740458015268,-11.442748091603054,6,737,6
1739816976.0087042,-3.9278320312500004,13.2444580078125,-3.1662158203125004,-250.13740458015266,-166.10687022900763,-18.14503816793893,4,534,4
1739816976.0178766,4.2296044921875,-18.326689453125002,-2.81414794921875,-250.13740458015266,-73.6412213740458,-39.35114503816794,4,534,4
1739816976.027048,3.4344580078125,-7.436535644531251,-5.460644531250001,-250.13740458015266,-28.198473282442748,-35.52671755725191,4,534,4
1739816976.0362182,2.5674609375,-7.40779541015625,-7.194638671875,-250.13740458015266,-16.16030534351145,-36.908396946564885,4,534,4
1739816976.045562,2.1603076171875,-7.563471679687501,-6.58869873046875,-250.13740458015266,-26.595419847328245,-37.13740458015267,4,534,4
1739816976.0577626,0.85502197265625,-9.359736328125,-7.692802734375,-237.4885496183206,-0.6335877862595419,-28.9618320610687,4,534,4
1739816976.0704222,1.561552734375,-6.8761010742187505,-8.437653808593751,-53.19847328244275,0.1297709923664122,-2.030534351145038,4,534,4
1739816976.0831254,1.96152099609375,-6.447392578125,-5.53728515625,-124.41984732824427,5.862595419847328,-7.091603053435114,4,534,4
1739816976.095752,1.6741186523437501,-7.30720458984375,-6.38033203125,-107.8854961832061,2.1526717557251906,-7.251908396946565,4,534,4
1739816976.1084049,1.70525390625,-8.13588134765625,-6.514453125,-85.79389312977099,1.0381679389312977,-6.083969465648855,2,377,2
1739816976.1210344,1.6334033203125,-8.440048828125,-6.392307128906251,-77.86259541984732,-4.33587786259542,-12.80916030534351,2,377,2
1739816976.1337035,1.9136206054687501,-6.5863037109375,-7.1754785156250005,-108.00763358778626,1.015267175572519,-7.572519083969466,2,377,2
1739816976.1464489,1.71722900390625,-7.75267822265625,-7.3527099609375,-56.67175572519084,-1.3282442748091603,-6.816793893129771,2,377,2
1739816976.157884,2.1339624023437502,-5.623505859375,-7.1491333007812505,-71.83969465648855,-0.9083969465648855,-2.3740458015267176,2,377,2
1739816976.1693845,1.9255957031250002,-6.4569726562500005,-7.137158203125001,-69.50381679389314,-2.83206106870229,-5.206106870229007,2,377,2
1739816976.180782,1.7507592773437501,-6.258186035156251,-6.770720214843751,-60.19847328244275,-4.923664122137405,-8.687022900763358,2,377,2
1739816976.1920094,1.8776953125,-6.16717529296875,-7.9370947265625,-76.46564885496183,1.7328244274809161,1.900763358778626,2,377,2
1739816976.203253,2.0645068359375003,-3.4847534179687503,-8.24126220703125,-145.0,9.17557251908397,5.374045801526718,1,263,1
1739816976.2144678,1.8250048828125,-6.0977197265625005,-7.252119140625,-139.72519083969465,1.8931297709923665,0.5114503816793893,1,263,1
